timestamp,pair,trade_id,order_id,type,amount,execution_price,fees,fee_percentage,profit,profit_percentage,reason,avg_cost_basis,slippage,remaining_amount,open,partial_open
2026-02-15 00:17:32,SOLUSD,TTHK2H-WHTPQ-Y47OQY,OBWXIS-HAX5Z-S2BC56,sell,0.174600000000000000,89.290000000000000000,0.038980000000000000,0.250000000000000000,0.083240000000000000,0.540000000000000000,profit,88.590000000000000000,0.000000000000000000,0.000000000000000000,0,0
2026-02-15 00:17:23,ATOMUSD,TZG3HO-ZPDPY-GWGO46,OUZWOW-KU6J4-HPB7AR,sell,4.630000000000000000,2.193000000000000000,0.025384000000000000,0.250000000000000000,0.053326000000000000,0.530000000000000000,profit,2.176000000000000000,0.100000000000000000,0.000000000000000000,0,0
2026-02-14 23:25:06,SOLUSD,TCFNCP-4AR2Z-VL4QWH,O5NHUS-N4WO6-6SEYP4,buy,0.174600000000000000,88.590000000000000000,0.038670000000000000,0.250000000000000000,-0.038670000000000000,-0.250000000000000000,dip,88.590000000000000000,0.030000000000000000,0.000000000000000000,0,0
2026-02-14 23:24:48,INJUSD,T3C4VZ-NE5GL-XLGBN6,OI3NYQ-VPSED-BMXU2O,buy,26.147100000000000000,3.273000000000000000,0.213950000000000000,0.250000000000000000,-0.213950000000000000,-0.250000000000000000,dip,3.273000000000000000,0.090000000000000000,26.147100000000000000,1,0
2026-02-14 23:24:48,INJUSD,T3YRKW-XB7V7-PO3EOO,OI3NYQ-VPSED-BMXU2O,buy,22.072000000000000000,3.273000000000000000,0.180600000000000000,0.250000000000000000,-0.180600000000000000,-0.250000000000000000,dip,3.273000000000000000,0.090000000000000000,22.072000000000000000,1,0
2026-02-14 23:23:37,ATOMUSD,TSRQLQ-H5VBW-5S2PSK,O255JA-76UAT-W4WWBE,buy,4.636890000000000000,2.176000000000000000,0.025225000000000000,0.250000000000000000,-0.025225000000000000,-0.250000000000000000,dip,2.176000000000000000,0.040000000000000000,0.000000000000000000,0,0
2026-02-14 22:59:26,INJUSD,TNRY27-WHXBI-QNWHAR,O66JAJ-CYFUJ-YQO2CY,sell,51.414000000000000000,3.266000000000000000,0.419800000000000000,0.250000000000000000,2.048072000000000000,1.240000000000000000,profit,3.218000000000000000,0.000000000000000000,0.000000000000000000,0,0
2026-02-14 22:43:32,INJUSD,T364VR-MWG7K-4BN22A,OYTCMP-KVF5F-UKP6WG,buy,51.414000000000000000,3.218000000000000000,0.413630000000000000,0.250000000000000000,-0.413630000000000000,-0.250000000000000000,dip,3.218000000000000000,0.090000000000000000,0.000000000000000000,0,0
2026-02-14 22:41:03,INJUSD,T342EI-HK5RT-7WJXXW,ONLWYE-LRZDW-MSKJ3C,sell,5.112400000000000000,3.212000000000000000,0.041050000000000000,0.250000000000000000,-0.470492000000000000,-2.790000000000000000,fixed_stop,3.296000000000000000,0.030000000000000000,0.000000000000000000,0,0
2026-02-14 22:41:03,INJUSD,T7FR6L-SKRPH-E2PXVW,OCAIVO-KBTF4-MPH4PQ,sell,51.709300000000000000,3.212000000000000000,0.415230000000000000,0.250000000000000000,-4.810520000000000000,-2.820000000000000000,fixed_stop,3.297000000000000000,0.030000000000000000,0.000000000000000000,0,0
2026-02-14 15:14:21,INJUSD,TWOF2F-DX6JD-UZTLBM,O4C45S-3D274-4RIO4G,buy,5.112400000000000000,3.296000000000000000,0.042130000000000000,0.250000000000000000,-0.042130000000000000,-0.250000000000000000,dip,3.296000000000000000,0.120000000000000000,0.000000000000000000,0,0
2026-02-14 15:11:42,INJUSD,TC26AQ-ZLM3D-QTQJGH,ORVLQS-KEUPK-BVH5IR,buy,52.139100000000000000,3.297000000000000000,0.429760000000000000,0.250000000000000000,-0.429760000000000000,-0.250000000000000000,dip,3.297000000000000000,0.000000000000000000,0.000000000000000000,0,0
2026-02-14 12:00:01,INJUSD,TWR5KC-PDSGV-KKQLX7,OIN3KX-EE64C-6CI3NV,sell,18.171900000000000000,3.265000000000000000,0.148330000000000000,0.250000000000000000,0.596718000000000000,1.020000000000000000,profit,3.224000000000000000,0.090000000000000000,0.000000000000000000,0,0
2026-02-14 12:00:00,INJUSD,TELAY2-YKY4D-4ZUEMZ,OIN3KX-EE64C-6CI3NV,sell,34.781200000000000000,3.265000000000000000,0.283900000000000000,0.250000000000000000,1.142129000000000000,1.020000000000000000,profit,3.224000000000000000,0.090000000000000000,0.000000000000000000,0,0
2026-02-14 11:26:19,INJUSD,TBG2E4-5YC7S-7IBTS5,OCA2QR-BWVR7-5HGL53,buy,52.953100000000000000,3.224000000000000000,0.426800000000000000,0.250000000000000000,-0.426800000000000000,-0.250000000000000000,dip,3.224000000000000000,0.280000000000000000,0.000000000000000000,0,0
